id,brand,review_id,score,at,content,reply_content,thumbs_up,review_created_version,sentiment_star,n_words,n_char
56,nike,b813c0c5-34c8-4a07-b596-2e50ea17225b,3,2025-10-07T17:20:16Z,"The app performs as expected ~70% of the time, but the other ~30% of the time, I am unable to add items to my cart or checkout if items are already in my cart... makes the whole experience kind of frustrating.",NA,0,25.45.1,neutral,41,209
57,nike,31f0f0c3-28ab-4151-aec3-c74714108e1e,5,2025-10-07T17:04:57Z,Great app,NA,0,25.45.1,positive,2,9
58,nike,b1d19dbb-03f5-4274-a52b-654689c32954,5,2025-10-07T15:40:31Z,superb,NA,0,25.45.1,positive,1,6
59,nike,9533aef1-aafd-4f79-988c-62c7f3109d98,5,2025-10-07T11:30:02Z,great!!,NA,0,25.45.1,positive,1,7
60,nike,e348b272-e65e-46b5-8d77-026626944b14,1,2025-10-07T11:27:11Z,they might deliver wrong items.,NA,0,25.45.1,negative,5,31
61,nike,b2d82986-445c-4d68-be3e-7a3a557582c5,4,2025-10-07T11:08:42Z,it a very good app but they have a problem with the checkout and the payment,NA,0,25.45.1,positive,16,76
62,nike,556d0e3a-640f-4d05-a1fe-9c4b3b8a680f,1,2025-10-07T09:23:54Z,"App gets frozen after recent update, nothing can be pressed",NA,0,NA,negative,10,59
63,nike,571617b7-3005-46c1-9c68-687a5aea8aee,5,2025-10-07T09:04:27Z,good 👍😊,NA,0,25.45.1,positive,1,7
64,nike,db397321-9b8a-47db-9af3-a99e974031bb,4,2025-10-07T08:24:57Z,superb,NA,0,25.45.1,positive,1,6
65,nike,7ba74b2c-02a7-4544-8bc3-238b2fa94b4d,5,2025-10-07T05:19:54Z,great app to find good deals and out of stock shoes,NA,0,25.45.1,positive,11,51
66,nike,730ba279-69e8-43ff-92ea-dd871becfce4,5,2025-10-07T04:38:16Z,really while playing cricket Nike is the best shoes I had ever used compared to other one,NA,0,25.45.1,positive,17,89
67,nike,2d5efbc4-581f-4159-a20f-046e3bdc62af,2,2025-10-07T01:44:17Z,My app keeps freezing on the home page. I have uninstalled and installed it back. I have force stopped it. Nothing works,NA,1,NA,negative,22,120
68,nike,6c77be9d-031e-4cd4-9e4c-19a9f2917eba,1,2025-10-07T01:40:14Z,doesn't allow me to make a purchase.,NA,2,25.45.1,negative,7,36
69,nike,b3c0a196-d1fd-43d5-89c0-64d09a0072c0,5,2025-10-07T00:40:12Z,I love it.,NA,0,25.45.1,positive,3,10
70,nike,ea682d28-6271-42c0-b024-9a0ab6741e07,5,2025-10-06T22:53:42Z,can I get a sponsor from your business please and your app is really reliable and easy to use,NA,0,25.45.1,positive,19,93
71,nike,3f43a804-c875-4b3c-aa86-c7b95a007f1f,5,2025-10-06T22:24:16Z,very nice,NA,0,25.45.1,positive,2,9
72,nike,8d17984d-713d-4c54-bd39-cd94759acf7e,4,2025-10-06T21:14:13Z,checks over stripes✔️,NA,0,25.45.1,positive,3,21
73,nike,99b292dd-dcdd-408b-a56b-5f843c7d5703,5,2025-10-06T20:18:38Z,excited surprise,NA,0,NA,positive,2,16
74,nike,e13b2728-3514-43fc-8fd1-eef5aa923e01,5,2025-10-06T20:10:22Z,very good and informative,NA,0,25.45.1,positive,4,25
75,nike,a018e966-bcdf-4af0-99bb-66c51d68cc8a,5,2025-10-06T19:55:13Z,"i love the shoes but it's giving me a hard time getting lebron 23. it's in the bag and I am about to pay. when I'm in about to pay, it becomes unavailable.",NA,0,25.45.1,positive,33,155
76,nike,ded3fe24-260d-4e17-bc96-2a5d4d34e6e3,5,2025-10-06T16:57:08Z,love the nike. I always find what I'm looking for and at great prices. I shop for myself and my daughter. she loves nike.,NA,0,25.45.1,positive,24,121
77,nike,10245714-315a-44a0-aca8-67fe3c06b914,5,2025-10-06T16:44:31Z,love it,NA,0,25.45.1,positive,2,7
78,nike,aa2e90eb-2054-4b4e-82dd-3f1f5e32411b,5,2025-10-06T12:49:11Z,good,NA,0,25.45.1,positive,1,4
79,nike,03251214-a637-4d84-999e-d1fbb465e565,5,2025-10-06T12:28:56Z,nice,NA,0,25.44.2,positive,1,4
80,nike,c8b16fad-82b2-43c6-980f-966bb1d2676a,1,2025-10-06T07:40:13Z,Unable to login. Infinity loop member pass screen appears,NA,1,NA,negative,9,57
81,nike,c5f7e6e1-8f2a-4b34-b8bc-00256ce902d7,5,2025-10-06T06:43:42Z,Always and forever,NA,0,25.45.1,positive,3,18
82,nike,52315423-b663-4d0c-a6ff-ff6bb31540bf,5,2025-10-06T05:33:36Z,current and vivacious! easy to use and understand. although I haven't ordered anything yet it seems very simple.,NA,0,25.45.1,positive,18,112
83,nike,96e04f17-184d-4006-be54-8267a4419ec5,5,2025-10-06T04:05:00Z,Inspiring. Iconic. Innovative. Invincible. Inevitable. Incredible. Incorporated. 💙🥶❄️🌀🧿🧢👖👕,NA,0,25.45.1,positive,7,90
84,nike,0fc77acd-419c-43b5-aebc-ea0f7ae37c27,5,2025-10-06T02:58:42Z,love the app feeds my Af1 collection. I wish people like me who collect would enjoy a reward program.,NA,0,25.45.1,positive,19,101
85,nike,5d856a8c-15d4-4219-bc39-2200e25e1cc5,5,2025-10-06T01:46:12Z,easy ordering and fast shipping,NA,0,25.45.1,positive,5,31
86,nike,2c4fd8f4-b890-45e8-81da-56adea36dd8d,1,2025-10-06T00:48:28Z,connection error please try again,NA,1,25.45.1,negative,5,33
87,nike,5986d624-d9db-4d3c-a5d3-734baac12a5b,5,2025-10-06T00:12:17Z,easy to use for an old person.,NA,0,25.45.1,positive,7,30
88,nike,a163938b-eb72-4ae9-960e-b6843d897036,5,2025-10-05T23:04:23Z,providing for us Nikey loverd,NA,0,25.45.1,positive,5,29
89,nike,e434809f-fead-4c61-8c4b-cdab943f4176,5,2025-10-05T22:33:57Z,Great App,NA,0,25.45.1,positive,2,9
90,nike,53c67417-6d3d-48b2-86e0-6e9758bc985e,5,2025-10-05T21:50:14Z,love the app and my purchases thru the app are always great,NA,0,25.45.1,positive,12,59
91,nike,14df27f2-f3db-4052-924d-a64b63589b1b,5,2025-10-05T21:23:50Z,Love the sales,NA,0,25.45.1,positive,3,14
92,nike,01db44cb-5dd8-47ba-8cf6-1686bd665043,5,2025-10-05T20:08:00Z,Loves This App,NA,0,25.45.1,positive,3,14
93,nike,d83ae8e1-d0c6-4da2-b667-eed30f135ce8,5,2025-10-05T19:29:20Z,great coustomer service awesome products highly recommended 100/100,NA,0,25.45.1,positive,9,67
94,nike,2feeea4a-92f5-4777-89e9-403d35bf7669,1,2025-10-05T14:33:52Z,"App keeps routing me back to sign in page. I've deleted and re-installed, and still no luck.",NA,1,25.45.1,negative,18,92
95,nike,e58fb3d8-3d70-41ed-8c2c-ef2e59bcc72c,5,2025-10-05T14:14:40Z,the best show in the world,NA,0,25.45.1,positive,6,26
96,nike,a191be2d-39c6-43e3-bc42-24591ca46f63,1,2025-10-05T13:45:03Z,"it never works, it always says try again something went wrong, check never works, its awful",NA,1,25.45.1,negative,16,91
97,nike,45efb033-8123-4fde-9f95-9d8f27664700,5,2025-10-05T13:09:59Z,I love all the prices when all the good shoes and new shoes go on sale on my specialty when you're a member and you get all the early access passes to be able to buy shoes before they're already in stores,NA,24,25.45.1,positive,42,204
98,nike,ceeb7b61-ca4e-4e43-b45e-c770c4adc663,2,2025-10-05T13:09:46Z,I can't add anything to my cart. It was working fine. I noticed the problem this week.,NA,0,NA,negative,17,86
99,nike,39efec71-7aaa-4a05-8be6-85588648363b,5,2025-10-05T12:18:22Z,love it,NA,0,25.45.1,positive,2,7
100,nike,e0a535f4-e26f-4f55-af3b-5f1a78bcb8bc,5,2025-10-05T09:16:10Z,better than the store or shopping mall,NA,0,25.45.1,positive,7,38
101,nike,65c440e0-b354-422f-aedf-8a07daef4917,5,2025-10-05T09:01:34Z,great,NA,0,25.45.1,positive,1,5
102,nike,971dfeb6-74dd-47ce-8a82-4d58ee4c3799,1,2025-10-05T07:56:51Z,"Since the last update, the app has stopped working. Once opened, nothing works. Can't scroll and can't tap the links.",NA,1,25.45.1,negative,20,117
103,nike,e7798bd1-104c-477c-b404-3491e82e1d3f,5,2025-10-05T07:33:36Z,good,NA,0,25.45.1,positive,1,4
104,nike,987cb3b6-d26c-4fce-b310-329db35c1122,2,2025-10-05T05:15:20Z,Things sell out to fast. items are based on location. can't have the location ship item to you. totally sucks.,NA,0,25.45.1,negative,20,110
105,nike,245a14bd-7b95-4309-8391-63bb7a72bec4,1,2025-10-05T04:43:55Z,not compatible from my device anymore? welp,NA,0,25.18.3,negative,7,43
106,nike,1aa387e3-68d6-4673-b48d-9d73553a54a4,1,2025-10-05T04:28:52Z,the app won't open its starts loading to open amd after a few seconds it shows error message everytime .,NA,0,NA,negative,19,104
107,nike,d5044753-03f9-44ba-809a-a83bb45331d5,5,2025-10-05T04:02:02Z,wow the best aura when I run the app wow,NA,0,25.45.1,positive,10,40
108,nike,a2e8fbdd-430e-4761-abb9-fb7f9649b142,5,2025-10-05T02:49:18Z,"It is very intuitive and easy to use, I like it.",NA,0,25.45.1,positive,11,48
109,nike,777fa670-a526-43ff-b0c3-27ac2f7dbc74,4,2025-10-05T00:44:29Z,"scanner sometimes doesn't show, i was just in a location and it didnt show, restarted the app several times",NA,0,25.45.1,positive,19,107
110,nike,0c4cd46e-fb1c-4e4e-bc78-51daef20da7f,5,2025-10-04T21:34:37Z,"Love the app, the deals, quick delivery",NA,0,25.44.1,positive,7,39
111,nike,0821d7ac-6282-4811-92a6-e733cd6cb937,5,2025-10-04T19:08:41Z,awesome,NA,0,25.45.1,positive,1,7
112,nike,618ce5a4-2d0c-4c79-94d0-368b7d10c8c2,5,2025-10-04T18:18:53Z,I wish they would drop more Jordan 5 black Metallic and retros !,NA,0,25.45.1,positive,12,64
113,nike,3f82c947-364d-4f51-a57e-4514e975d21b,4,2025-10-04T17:17:05Z,keeps freezing,NA,0,25.45.1,positive,2,14
114,nike,70359c75-5697-45a7-a1ea-3a93c0402181,3,2025-10-04T16:50:31Z,men get crumbs when it comes to color ways and sizes. I want nice things too!!,NA,0,25.45.1,neutral,16,78
115,nike,8839c413-daf8-4fb6-8190-dec77223fd9f,5,2025-10-04T16:04:58Z,Amazing can I have some free Jordans,NA,0,25.45.1,positive,7,36
116,nike,9fba4838-724c-4cc0-87b5-506a8c91b9d0,1,2025-10-04T15:55:05Z,impossible to purchase,NA,1,25.45.1,negative,3,22
117,nike,510770f4-ea73-4aa7-9824-5e1a2a4be678,1,2025-10-04T14:31:52Z,not compatible to my device....fix it,NA,0,25.19.1,negative,7,37
118,nike,4bade980-77b6-4077-b74c-344133e2b64e,5,2025-10-04T14:25:47Z,Great Options💯,NA,0,25.45.1,positive,2,14
119,nike,75dc91b3-3485-4db2-80f2-e76868765437,5,2025-10-04T12:30:17Z,wow,NA,0,25.45.1,positive,1,3
120,nike,82c58af0-0533-4cbc-9dc3-fa98f0124c81,5,2025-10-04T09:35:25Z,I love my Cortez's gracias,NA,0,NA,positive,5,26
121,nike,8e509428-513d-4485-838b-9c4cbb28c08e,5,2025-10-04T09:33:39Z,wonderful experience,NA,0,25.45.1,positive,2,20
122,nike,c5beace3-323a-4ada-9d70-c427c9f4e3f3,2,2025-10-04T08:44:54Z,The app works when it wants to. it won't let me use it over wifi I would have to use my service,NA,1,25.45.1,negative,22,95
123,nike,eb2ff7e0-d5f6-4851-92b5-2ff8def50382,1,2025-10-04T08:23:24Z,"I ordered two products ,I received neither one of them ! it's been two weeks and no resolution whatsoever! absolutely amazed how NIKE do not handle any type of problem ! do not recommend at all and at that point I feel SCAMMED !",NA,2,25.45.1,negative,41,228
124,nike,2e410441-fc56-4cce-baab-00bddcf3df82,1,2025-10-04T07:56:28Z,"One product wouldn't open in the app and instead opened a website that wouldn't load. Got to the end, and no payment method would work.",NA,1,NA,negative,25,135
125,nike,ba34c36c-3a13-4a31-acc6-cbb4d26990bb,1,2025-10-04T06:07:10Z,Won't add items to cart,NA,1,2.39.0,negative,5,23
126,nike,505afc41-f9be-497d-b5f9-bc968cc90d01,1,2025-10-04T02:48:13Z,the app freezes constantly and I'm unable to log in.,NA,1,25.45.1,negative,10,52
127,nike,fcb633a5-12b9-4310-861a-839d5eedd7c7,5,2025-10-04T02:06:29Z,good,NA,0,25.32.2,positive,1,4
128,nike,17361b29-b188-4470-ba66-9401284ed9c2,5,2025-10-04T00:39:08Z,"I love it, convenient and easy to looking to stuff and shoes or shirt, i love it😆🤞👍👍",NA,1,25.45.1,positive,17,84
129,nike,3d2a3b8c-4a29-464c-9e00-d26957bf2212,5,2025-10-04T00:37:47Z,best prices at an extremely efficient service,NA,0,25.45.1,positive,7,45
130,nike,ccb776ff-7579-4e6e-87bc-5d1db08fa234,5,2025-10-03T22:11:12Z,Perfect 👌🏾,NA,0,NA,positive,1,10
131,nike,c8b1936c-c022-43dd-b73c-5eaebd0c6fdd,5,2025-10-03T21:10:21Z,best ever,NA,0,25.44.2,positive,2,9
132,nike,c0d2d8c7-773e-4fad-8b6d-781fcdf1bdf5,5,2025-10-03T20:47:08Z,smashing,NA,0,25.45.1,positive,1,8
133,nike,a4e1996d-3ab5-495b-b51a-1e3661a622ab,1,2025-10-03T19:14:29Z,it keeps pausing and I cannot get into the app when I open it.,NA,1,25.45.1,negative,14,62
134,nike,3e7b77b7-d3a8-43b3-ba8c-11e86290a73d,1,2025-10-03T18:32:48Z,payment part not working. I processed it 10 times now I'm worried they may excuse that and take more money out of my card than they should,NA,1,25.45.1,negative,27,138
135,nike,2a609f4e-7572-408a-aa68-c75433bff5bd,2,2025-10-03T18:23:56Z,its not working as of 3 October 2025. the app just hangs,NA,1,25.45.1,negative,12,56
136,nike,bb9773e3-4658-4ecd-8e29-e4a3898c26c6,1,2025-10-03T16:46:38Z,Why won't thia app work for the Huawei p30 pro?,NA,1,25.16.1,negative,10,47
137,nike,57c7d916-0776-4ae1-80b8-7899c8b61401,4,2025-10-03T15:12:56Z,FABULOUS APP FOR SHOES,NA,0,25.45.1,positive,4,22
138,nike,82770a6d-3e95-4e6f-950d-99634b472e2d,5,2025-10-03T14:51:13Z,good,NA,0,25.45.1,positive,1,4
139,nike,4ff8bcde-5ea9-4575-9773-8cdab199de6e,5,2025-10-03T13:36:17Z,love to make my own styles thanks Nike for custom by you,NA,0,25.45.1,positive,12,56
140,nike,4679d2ec-7c39-499f-a011-2650d3784a19,5,2025-10-03T12:26:01Z,Awesome,NA,1,25.19.1,positive,1,7
141,nike,3b176860-293a-4657-8745-099c949c590b,1,2025-10-03T11:25:12Z,Not sure why they always post a time availabilty and just before that it is already out of stock. Now i am no longer interested. This company sucks. PS. Just saw it in fb marketplace. Nike is prioritizing resellers that are selling them almost 50% price increase.,NA,1,25.45.1,negative,47,263
142,nike,6f351895-c17b-48d2-a6da-56dcab1b775d,4,2025-10-03T11:12:53Z,My deliveries takes time,NA,0,25.36.1,positive,4,24
143,nike,4f53db71-5b49-4679-9050-7703971598a0,5,2025-10-03T11:12:44Z,fantastic,NA,0,25.45.1,positive,1,9
144,nike,d52d778d-fe5b-4d2d-9985-1ab018a30bd0,2,2025-10-03T10:21:46Z,Really buggy. The shopping cart hasn't worked in 3 days. I uninstalled and reinstalled the app and I still can't add anything. Just keeps saying error please try again.,NA,1,25.45.1,negative,29,168
145,nike,24282194-f5c7-480f-a51a-aa95115c866b,1,2025-10-03T09:04:42Z,"No bot protection. In less than 5 seconds of certain items dropping, bots bought entire collection. Unfortunate nike does not protect against resellers and wonder why they are falling behind new brands like Onn.",NA,0,25.45.1,negative,34,211
146,nike,f73dc961-440e-41c0-8785-4fd822266a7d,5,2025-10-03T08:26:10Z,i love it ♡,NA,0,25.45.1,positive,3,11
147,nike,1fc7be4e-fc6a-418d-b70a-4fc0f8ceb611,5,2025-10-03T07:45:52Z,Nike Forever❤️,NA,0,25.44.2,positive,2,14
148,nike,c0e5b498-08bf-409c-8ae6-c9b1b4145a01,5,2025-10-03T07:42:55Z,Great app and graphics is clearr!! fire app,NA,0,25.45.1,positive,8,43
149,nike,74d432d2-105a-4d6b-88f5-a6f36543e4f4,5,2025-10-03T07:07:05Z,Incredible thanks to just do it,NA,0,25.45.1,positive,6,31
150,nike,f6e45d5e-6a4c-4a33-8a32-1277883254c9,5,2025-10-03T06:55:23Z,Great on sales for the children,NA,0,25.45.1,positive,6,31
151,nike,58713b8b-30b0-4de2-ba38-8d7dc38c15b4,1,2025-10-03T06:53:13Z,"link buttons stacked couldn't press continue to start my return of purchase usually there's other way to continue around it but i was stuck at a dead end with no other way then to go back where i originally started, very lame, thoroughly upset that i have to take time out of my busy schedule to track down my order i purchased hopefully the website will have the correct format for a returns request.",NA,1,25.45.1,negative,74,401
152,nike,fca8f850-306c-4ce1-9cbc-f184957193f5,2,2025-10-03T06:21:36Z,"app keeps freezing, which causes my phone to freeze, every time I customize a pair of Ja 3s. I've uninstalled and redownloaded the app but still not working.",NA,1,25.45.1,negative,28,157
153,nike,71a55323-f3e7-47b0-98c2-eed1b35d5a7e,1,2025-10-03T05:57:17Z,"can't signin useless, don't want to give even a star",NA,0,NA,negative,10,52
154,nike,5bec8630-fe90-46ef-93a9-69c98feeff4e,5,2025-10-03T04:45:13Z,"variety, prices, styles appreciate Nike company😀",NA,0,25.45.1,positive,6,48
155,nike,30056014-8f8d-4667-a73c-ad2ac5edb346,4,2025-10-03T03:24:24Z,"Love the selection and the discounts. Great customer support. There's a problem recently though, the all doesn't work. Tried uninstalling and reinstalling twice already. The screen once in the Nike app doesn't respond.",NA,5,25.45.1,positive,33,218
156,nike,c759ebb1-2aa8-4999-b567-0f0b52548708,1,2025-10-03T03:17:46Z,I told them that I wanted womens tennis shoes. I see shoes that I love in ads but not when you're advertising them. plus all they show me are mens shoes 😭,NA,0,25.41.3,negative,31,154
157,nike,8d271072-89a0-4288-bf4c-8a92d970198c,4,2025-10-03T03:10:38Z,superb,NA,0,25.45.1,positive,1,6
158,nike,1356c9be-f574-4439-af94-b828badfe4c2,5,2025-10-03T02:36:28Z,love this,NA,0,25.45.1,positive,2,9
159,nike,fec331a4-174d-42d1-bf8e-5bdd5aa81028,5,2025-10-03T02:01:24Z,thank you Nike,NA,0,25.45.1,positive,3,14
160,nike,6f14bb83-2d52-4757-9716-b85077f087fc,5,2025-10-03T01:54:42Z,The Best Thing I like about the APP is that you can customise any shoes,NA,0,25.45.1,positive,15,71
